Date,StateName,DistrictName,Evapo Level (mm),Evapo Volume (Tmcft),Aggregate Evapo Level (mm),Aggregate Evapo Volume (Tmcft)
28-02-2020,MAHARASHTRA,JALGAON,0.110705461,0.044372121,0.042153463,0.016895631
28-02-2020,MAHARASHTRA,HINGOLI,0.213621278,0.034215921,0.074282785,0.011897944
28-02-2020,MAHARASHTRA,AKOLA,0.142935575,0.02632364,0.07246817,0.013346055
28-02-2020,MAHARASHTRA,AURANGABAD,0.109234606,0.037697398,0.047098732,0.016254003
28-02-2020,MAHARASHTRA,DHULE,0.171095165,0.041845094,0.055177378,0.013494844
28-02-2020,MAHARASHTRA,KOLHAPUR,0.203207679,0.053823795,0.044049594,0.011667454
28-02-2020,MAHARASHTRA,RAIGARH,0.281440144,0.069002989,0.057792943,0.01416957
28-02-2020,MAHARASHTRA,AMRAVATI,0.216941026,0.090134846,0.10240794,0.04254854
28-02-2020,MAHARASHTRA,NANDED,0.305447631,0.110680313,0.118250888,0.042848737
28-02-2020,MAHARASHTRA,SOLAPUR,0.08954343,0.045838784,0.046698705,0.02390585
28-02-2020,MAHARASHTRA,AHMADNAGAR,0.124673428,0.072692023,0.064884845,0.037831724
28-02-2020,MAHARASHTRA,THANE,0.258408594,0.08403064,0.069053232,0.022455086
28-02-2020,MAHARASHTRA,SANGLI,0.097764549,0.028828536,0.045788181,0.01350189
28-02-2020,MAHARASHTRA,WARDHA,0.358140596,0.076960173,0.14646091,0.031472715
28-02-2020,MAHARASHTRA,BULDANA,0.112743182,0.037464494,0.0542017,0.018011194
28-02-2020,MAHARASHTRA,SINDHUDURG,0.423684458,0.074314365,0.186994115,0.032798817
27-02-2020,MAHARASHTRA,WASHIM,0.118583336,0.021010041,0.069941945,0.012391987
27-02-2020,MAHARASHTRA,SATARA,0.125344835,0.045253854,0.036701915,0.013250671
27-02-2020,MAHARASHTRA,PUNE,0.152417445,0.081738395,0.054290915,0.029115121
27-02-2020,MAHARASHTRA,PARBHANI,0.103887481,0.022505181,0.043702616,0.009467313
27-02-2020,MAHARASHTRA,JALNA,0.091982647,0.024395307,0.039478637,0.010470382
27-02-2020,MAHARASHTRA,GONDIYA,0.790283264,0.147183558,0.266562626,0.049645029
27-02-2020,MAHARASHTRA,MUMBAI,0.008887904,4.54E-05,0.000177418,0.000000906
27-02-2020,MAHARASHTRA,NASHIK,0.140315621,0.074432479,0.067500138,0.035806438
27-02-2020,MAHARASHTRA,GARHCHIROLI,0.775523187,0.382493316,0.172297755,0.084978426
27-02-2020,MAHARASHTRA,RATNAGIRI,0.380361195,0.108142931,0.194145137,0.055198649
27-02-2020,MAHARASHTRA,OSMANABAD,0.097603505,0.025324596,0.046330491,0.012021095
27-02-2020,MAHARASHTRA,BID,0.096942737,0.036636527,0.045206908,0.017084561
27-02-2020,MAHARASHTRA,LATUR,0.102792153,0.023787012,0.051663003,0.011955275
27-02-2020,MAHARASHTRA,YAVATMAL,0.250623636,0.115671469,0.107658196,0.049687978
27-02-2020,MAHARASHTRA,BHANDARA,0.60994366,0.080116036,0.250997514,0.032968497
27-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.167915523,0.002598934,0.016464874,0.000254837
27-02-2020,MAHARASHTRA,NANDURBAR,0.159982996,0.032114264,0.058675863,0.011778328
27-02-2020,MAHARASHTRA,NAGPUR,0.522419746,0.176456096,0.183442071,0.061960659
27-02-2020,MAHARASHTRA,CHANDRAPUR,0.608061835,0.234431996,0.251305159,0.096888123
27-02-2020,MAHARASHTRA,JALGAON,0.1145938,0.045930616,0.043414297,0.017400989
27-02-2020,MAHARASHTRA,HINGOLI,0.211065195,0.033806511,0.073526689,0.011776839
27-02-2020,MAHARASHTRA,AKOLA,0.143088811,0.026351861,0.071981791,0.013256481
27-02-2020,MAHARASHTRA,AURANGABAD,0.112141844,0.0387007,0.048159258,0.016619996
27-02-2020,MAHARASHTRA,DHULE,0.17300069,0.042311132,0.055968601,0.013688355
27-02-2020,MAHARASHTRA,KOLHAPUR,0.211414308,0.055997492,0.046140356,0.012221236
27-02-2020,MAHARASHTRA,RAIGARH,0.27423242,0.067235812,0.056132823,0.013762545
27-02-2020,MAHARASHTRA,AMRAVATI,0.229937123,0.095534476,0.107763851,0.044773819
27-02-2020,MAHARASHTRA,NANDED,0.305845666,0.110824543,0.1185179,0.04294549
27-02-2020,MAHARASHTRA,SOLAPUR,0.093046976,0.047632308,0.048337991,0.024745028
27-02-2020,MAHARASHTRA,AHMADNAGAR,0.124302838,0.072475947,0.064811757,0.037789109
27-02-2020,MAHARASHTRA,THANE,0.272261074,0.08853526,0.076905543,0.025008541
27-02-2020,MAHARASHTRA,SANGLI,0.100610641,0.029667784,0.047460153,0.013994917
27-02-2020,MAHARASHTRA,WARDHA,0.376809482,0.080971896,0.152261112,0.03271911
27-02-2020,MAHARASHTRA,BULDANA,0.111845008,0.037166032,0.053674384,0.017835967
27-02-2020,MAHARASHTRA,SINDHUDURG,0.421920113,0.074004898,0.185807149,0.032590622
26-02-2020,MAHARASHTRA,WASHIM,0.117316876,0.020785656,0.069142232,0.012250298
26-02-2020,MAHARASHTRA,SATARA,0.130016077,0.046940335,0.037566595,0.01356285
26-02-2020,MAHARASHTRA,PUNE,0.15445766,0.082832521,0.054330141,0.029136157
26-02-2020,MAHARASHTRA,PARBHANI,0.100501653,0.021771708,0.04238386,0.00918163
26-02-2020,MAHARASHTRA,JALNA,0.088756959,0.023539801,0.038238163,0.010141388
26-02-2020,MAHARASHTRA,GONDIYA,0.805821162,0.15007736,0.273274723,0.0508951
26-02-2020,MAHARASHTRA,MUMBAI,0.00933253,4.77E-05,0.000183424,9.37E-07
26-02-2020,MAHARASHTRA,NASHIK,0.140641144,0.074605158,0.067447078,0.035778292
26-02-2020,MAHARASHTRA,GARHCHIROLI,0.807265186,0.398148687,0.177803015,0.087693658
26-02-2020,MAHARASHTRA,RATNAGIRI,0.404921532,0.115125838,0.207349909,0.058952983
26-02-2020,MAHARASHTRA,OSMANABAD,0.098308979,0.025507641,0.046337466,0.012022904
26-02-2020,MAHARASHTRA,BID,0.096370424,0.036420239,0.044878506,0.016960452
26-02-2020,MAHARASHTRA,LATUR,0.10343132,0.023934921,0.052075262,0.012050676
26-02-2020,MAHARASHTRA,YAVATMAL,0.252535698,0.116553952,0.108170152,0.049924263
26-02-2020,MAHARASHTRA,BHANDARA,0.622513827,0.081767127,0.25611027,0.033640057
26-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.174991058,0.002708446,0.017176975,0.000265859
26-02-2020,MAHARASHTRA,NANDURBAR,0.164473639,0.033015696,0.060530896,0.012150699
26-02-2020,MAHARASHTRA,NAGPUR,0.507122113,0.171289062,0.177708987,0.060024213
26-02-2020,MAHARASHTRA,CHANDRAPUR,0.614987863,0.237102256,0.252448326,0.09732886
26-02-2020,MAHARASHTRA,JALGAON,0.112800653,0.045211901,0.04278459,0.017148594
26-02-2020,MAHARASHTRA,HINGOLI,0.200671501,0.032141743,0.070129593,0.011232723
26-02-2020,MAHARASHTRA,AKOLA,0.145881307,0.026866139,0.073312,0.013501458
26-02-2020,MAHARASHTRA,AURANGABAD,0.109887379,0.037922673,0.047127302,0.016263863
26-02-2020,MAHARASHTRA,DHULE,0.171929413,0.042049128,0.055609094,0.01360043
26-02-2020,MAHARASHTRA,KOLHAPUR,0.226204297,0.059914929,0.049437889,0.013094657
26-02-2020,MAHARASHTRA,RAIGARH,0.287489377,0.070486129,0.058814233,0.014419968
26-02-2020,MAHARASHTRA,AMRAVATI,0.216974443,0.090148731,0.101202927,0.04204788
26-02-2020,MAHARASHTRA,NANDED,0.298072223,0.108007801,0.116138586,0.042083335
26-02-2020,MAHARASHTRA,SOLAPUR,0.094918815,0.048590533,0.04916143,0.025166561
26-02-2020,MAHARASHTRA,AHMADNAGAR,0.121409776,0.07078912,0.062830634,0.036633996
26-02-2020,MAHARASHTRA,THANE,0.284862239,0.092632972,0.080608571,0.026212711
26-02-2020,MAHARASHTRA,SANGLI,0.105885899,0.031223337,0.049876542,0.014707455
26-02-2020,MAHARASHTRA,WARDHA,0.364876323,0.078407601,0.14724278,0.03164073
26-02-2020,MAHARASHTRA,BULDANA,0.112104533,0.037252272,0.053914862,0.017915878
26-02-2020,MAHARASHTRA,SINDHUDURG,0.432031021,0.075778354,0.189123707,0.033172348
25-02-2020,MAHARASHTRA,WASHIM,0.116204006,0.020588483,0.068327652,0.012105974
25-02-2020,MAHARASHTRA,SATARA,0.134240762,0.048465594,0.037753147,0.013630202
25-02-2020,MAHARASHTRA,PUNE,0.155396748,0.083336135,0.054090146,0.029007452
25-02-2020,MAHARASHTRA,PARBHANI,0.102317966,0.022165176,0.043126029,0.009342407
25-02-2020,MAHARASHTRA,JALNA,0.088432739,0.023453813,0.038095223,0.010103478
25-02-2020,MAHARASHTRA,GONDIYA,0.880664334,0.164016266,0.290460173,0.054095745
25-02-2020,MAHARASHTRA,MUMBAI,0.009064711,4.63E-05,0.000183176,9.35E-07
25-02-2020,MAHARASHTRA,NASHIK,0.140384196,0.074468856,0.066722677,0.035394023
25-02-2020,MAHARASHTRA,GARHCHIROLI,0.854937876,0.421661182,0.188461461,0.092950476
25-02-2020,MAHARASHTRA,RATNAGIRI,0.437683683,0.124440655,0.217831404,0.061933043
25-02-2020,MAHARASHTRA,OSMANABAD,0.095630778,0.024812745,0.045091112,0.011699521
25-02-2020,MAHARASHTRA,BID,0.095476896,0.036082558,0.044641786,0.01687099
25-02-2020,MAHARASHTRA,LATUR,0.09799763,0.022677517,0.049346381,0.011419189
25-02-2020,MAHARASHTRA,YAVATMAL,0.25625895,0.118272361,0.109914039,0.050729127
25-02-2020,MAHARASHTRA,BHANDARA,0.668541795,0.087812895,0.2707022,0.035556706
25-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.173161749,0.002680133,0.01702324,0.000263479
25-02-2020,MAHARASHTRA,NANDURBAR,0.168099793,0.033743593,0.06203758,0.012453144
25-02-2020,MAHARASHTRA,NAGPUR,0.538464034,0.181875325,0.180197701,0.060864818
25-02-2020,MAHARASHTRA,CHANDRAPUR,0.69547074,0.268131602,0.269377469,0.103855717
25-02-2020,MAHARASHTRA,JALGAON,0.114409671,0.045856815,0.043499921,0.017435308
25-02-2020,MAHARASHTRA,HINGOLI,0.203406295,0.032579777,0.071133588,0.011393534
25-02-2020,MAHARASHTRA,AKOLA,0.141215064,0.026006784,0.070865861,0.013050967
25-02-2020,MAHARASHTRA,AURANGABAD,0.109262945,0.037707177,0.046904871,0.016187101
25-02-2020,MAHARASHTRA,DHULE,0.167395938,0.040940367,0.05426889,0.013272653
25-02-2020,MAHARASHTRA,KOLHAPUR,0.240582377,0.063723264,0.052203653,0.013827227
25-02-2020,MAHARASHTRA,RAIGARH,0.297230505,0.072874442,0.060804186,0.014907861
25-02-2020,MAHARASHTRA,AMRAVATI,0.199918809,0.083062441,0.092839741,0.038573137
25-02-2020,MAHARASHTRA,NANDED,0.297397505,0.107763314,0.115730188,0.04193535
25-02-2020,MAHARASHTRA,SOLAPUR,0.0938423,0.048039448,0.048523561,0.024840025
25-02-2020,MAHARASHTRA,AHMADNAGAR,0.121293264,0.070721186,0.062659368,0.036534138
25-02-2020,MAHARASHTRA,THANE,0.287069001,0.093350578,0.080678504,0.026235452
25-02-2020,MAHARASHTRA,SANGLI,0.108220052,0.031911625,0.050496312,0.014890211
25-02-2020,MAHARASHTRA,WARDHA,0.355669306,0.076429122,0.143543263,0.030845748
25-02-2020,MAHARASHTRA,BULDANA,0.114079713,0.037908623,0.054925121,0.018251586
25-02-2020,MAHARASHTRA,SINDHUDURG,0.504757572,0.08853461,0.222891829,0.039095285
24-02-2020,MAHARASHTRA,WASHIM,0.128288246,0.022729512,0.07578986,0.013428093
24-02-2020,MAHARASHTRA,SATARA,0.145510825,0.052534479,0.040962055,0.01478873
24-02-2020,MAHARASHTRA,PUNE,0.174593233,0.093630822,0.062520321,0.033528384
24-02-2020,MAHARASHTRA,PARBHANI,0.115235328,0.024963469,0.04855788,0.01051911
24-02-2020,MAHARASHTRA,JALNA,0.098865184,0.026220669,0.042775115,0.011344662
24-02-2020,MAHARASHTRA,GONDIYA,1.522861182,0.283619984,0.497304785,0.0926188
24-02-2020,MAHARASHTRA,MUMBAI,0.008639252,4.41E-05,0.000189602,9.68E-07
24-02-2020,MAHARASHTRA,NASHIK,0.15361623,0.081487983,0.073367052,0.038918629
24-02-2020,MAHARASHTRA,GARHCHIROLI,0.830608147,0.409661594,0.180523135,0.089035239
24-02-2020,MAHARASHTRA,RATNAGIRI,0.470115678,0.133661604,0.23003747,0.065403429
24-02-2020,MAHARASHTRA,OSMANABAD,0.110512719,0.028674072,0.051619171,0.013393317
24-02-2020,MAHARASHTRA,BID,0.107991354,0.040812012,0.050231607,0.018983492
24-02-2020,MAHARASHTRA,LATUR,0.111918224,0.025898866,0.056192828,0.013003517
24-02-2020,MAHARASHTRA,YAVATMAL,0.280493383,0.12945739,0.120983102,0.055837882
24-02-2020,MAHARASHTRA,BHANDARA,0.623972043,0.081958663,0.25432945,0.033406147
24-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.172232186,0.002665745,0.016845732,0.000260732
24-02-2020,MAHARASHTRA,NANDURBAR,0.167940871,0.033711692,0.062082672,0.012462195
24-02-2020,MAHARASHTRA,NAGPUR,0.513137188,0.173320755,0.18107754,0.061161998
24-02-2020,MAHARASHTRA,CHANDRAPUR,0.590660964,0.22772327,0.243448249,0.093858973
24-02-2020,MAHARASHTRA,JALGAON,0.115773194,0.046403332,0.044084927,0.017669785
24-02-2020,MAHARASHTRA,HINGOLI,0.230683614,0.036948811,0.080814308,0.012944104
24-02-2020,MAHARASHTRA,AKOLA,0.155654694,0.028666049,0.078887558,0.014528278
24-02-2020,MAHARASHTRA,AURANGABAD,0.114592094,0.039546293,0.049550659,0.017100175
24-02-2020,MAHARASHTRA,DHULE,0.166836362,0.04080351,0.054365957,0.013296393
24-02-2020,MAHARASHTRA,KOLHAPUR,0.245511836,0.065028934,0.052924233,0.014018088
24-02-2020,MAHARASHTRA,RAIGARH,0.322294644,0.079019622,0.06589766,0.01615667
24-02-2020,MAHARASHTRA,AMRAVATI,0.239864057,0.099658928,0.112077435,0.04656603
24-02-2020,MAHARASHTRA,NANDED,0.333834181,0.120966306,0.129929014,0.047080358
24-02-2020,MAHARASHTRA,SOLAPUR,0.10059473,0.05149613,0.052273665,0.026759766
24-02-2020,MAHARASHTRA,AHMADNAGAR,0.137465888,0.080150788,0.07069565,0.041219768
24-02-2020,MAHARASHTRA,THANE,0.305834774,0.099452929,0.085822985,0.027908361
24-02-2020,MAHARASHTRA,SANGLI,0.114561884,0.033781687,0.053519645,0.015781723
24-02-2020,MAHARASHTRA,WARDHA,0.407540753,0.087575682,0.163166687,0.035062589
24-02-2020,MAHARASHTRA,BULDANA,0.12014833,0.039925221,0.058058494,0.019292804
24-02-2020,MAHARASHTRA,SINDHUDURG,0.507677667,0.089046795,0.223239027,0.039156184
23-02-2020,MAHARASHTRA,WASHIM,0.14205077,0.025167892,0.083550982,0.014803173
23-02-2020,MAHARASHTRA,SATARA,0.147629393,0.053299356,0.042235407,0.015248454
23-02-2020,MAHARASHTRA,PUNE,0.176717738,0.094770151,0.062929895,0.033748031
23-02-2020,MAHARASHTRA,PARBHANI,0.115373838,0.024993475,0.048507101,0.01050811
23-02-2020,MAHARASHTRA,JALNA,0.106003316,0.028113818,0.045646212,0.012106124
23-02-2020,MAHARASHTRA,GONDIYA,0.761695799,0.141859385,0.24296472,0.045250119
23-02-2020,MAHARASHTRA,MUMBAI,0.009347488,4.77E-05,0.000194824,9.95E-07
23-02-2020,MAHARASHTRA,NASHIK,0.16816279,0.089204419,0.081725276,0.043352371
23-02-2020,MAHARASHTRA,GARHCHIROLI,0.905515262,0.446606293,0.198356814,0.097830931
23-02-2020,MAHARASHTRA,RATNAGIRI,0.429349939,0.122071235,0.211321758,0.060082244
23-02-2020,MAHARASHTRA,OSMANABAD,0.114580406,0.029729491,0.053282338,0.013824849
23-02-2020,MAHARASHTRA,BID,0.110564032,0.041784277,0.051626533,0.019510661
23-02-2020,MAHARASHTRA,LATUR,0.111340766,0.025765237,0.055972668,0.01295257
23-02-2020,MAHARASHTRA,YAVATMAL,0.326930506,0.150889727,0.141649986,0.065376364
23-02-2020,MAHARASHTRA,BHANDARA,0.715812473,0.094021894,0.297753789,0.039109929
23-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.181511599,0.002809369,0.017833077,0.000276014
23-02-2020,MAHARASHTRA,NANDURBAR,0.188107067,0.037759763,0.069830637,0.014017487
23-02-2020,MAHARASHTRA,NAGPUR,0.566946812,0.191495864,0.199011375,0.067219454
23-02-2020,MAHARASHTRA,CHANDRAPUR,0.708910035,0.273312984,0.287129345,0.110699771
23-02-2020,MAHARASHTRA,JALGAON,0.132306521,0.053030094,0.050258572,0.020144259
23-02-2020,MAHARASHTRA,HINGOLI,0.23281325,0.037289917,0.082101997,0.013150354
23-02-2020,MAHARASHTRA,AKOLA,0.175025865,0.032233529,0.087894798,0.01618709
23-02-2020,MAHARASHTRA,AURANGABAD,0.126875073,0.043785209,0.055470163,0.019143025
23-02-2020,MAHARASHTRA,DHULE,0.19192364,0.046939157,0.062652304,0.015323002
23-02-2020,MAHARASHTRA,KOLHAPUR,0.253394791,0.067116899,0.054841406,0.014525891
23-02-2020,MAHARASHTRA,RAIGARH,0.323545193,0.07932623,0.066139881,0.016216057
23-02-2020,MAHARASHTRA,AMRAVATI,0.256949879,0.10675776,0.119090367,0.04947977
23-02-2020,MAHARASHTRA,NANDED,0.342331425,0.12404532,0.133084148,0.048223635
23-02-2020,MAHARASHTRA,SOLAPUR,0.106242606,0.054387372,0.05512769,0.028220789
23-02-2020,MAHARASHTRA,AHMADNAGAR,0.141740682,0.082643247,0.073090473,0.042616093
23-02-2020,MAHARASHTRA,THANE,0.312987637,0.101778934,0.08793165,0.028594068
23-02-2020,MAHARASHTRA,SANGLI,0.120382344,0.035498008,0.056685192,0.01671517
23-02-2020,MAHARASHTRA,WARDHA,0.446758907,0.096003199,0.179103971,0.038487323
23-02-2020,MAHARASHTRA,BULDANA,0.136754584,0.04544347,0.065937209,0.021910897
23-02-2020,MAHARASHTRA,SINDHUDURG,0.494072393,0.086660427,0.214338838,0.037595088
22-02-2020,MAHARASHTRA,WASHIM,0.130873161,0.023187495,0.077062546,0.013653582
22-02-2020,MAHARASHTRA,SATARA,0.149480292,0.053967595,0.042117123,0.015205749
22-02-2020,MAHARASHTRA,PUNE,0.179407603,0.096212671,0.063620822,0.034118561
22-02-2020,MAHARASHTRA,PARBHANI,0.11639487,0.025214661,0.048922715,0.010598145
22-02-2020,MAHARASHTRA,JALNA,0.107102769,0.028405411,0.046312669,0.01228288
22-02-2020,MAHARASHTRA,GONDIYA,0.811368395,0.151110485,0.27076667,0.050427997
22-02-2020,MAHARASHTRA,MUMBAI,0.01017,5.19E-05,0.000204064,1.04E-06
22-02-2020,MAHARASHTRA,NASHIK,0.174817983,0.092734763,0.084488345,0.044818082
22-02-2020,MAHARASHTRA,GARHCHIROLI,0.905455391,0.446576764,0.196248517,0.096791105
22-02-2020,MAHARASHTRA,RATNAGIRI,0.443391851,0.126063581,0.219666091,0.062454675
22-02-2020,MAHARASHTRA,OSMANABAD,0.114006071,0.029580471,0.052584732,0.013643845
22-02-2020,MAHARASHTRA,BID,0.109293215,0.041304011,0.050956158,0.019257313
22-02-2020,MAHARASHTRA,LATUR,0.1149827,0.026608013,0.057630832,0.013336284
22-02-2020,MAHARASHTRA,YAVATMAL,0.299585255,0.138268948,0.129123071,0.05959476
22-02-2020,MAHARASHTRA,BHANDARA,0.71284119,0.093631616,0.295175251,0.038771239
22-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.194711474,0.003013671,0.019251344,0.000297965
22-02-2020,MAHARASHTRA,NANDURBAR,0.19745154,0.03963553,0.073346374,0.01472322
22-02-2020,MAHARASHTRA,NAGPUR,0.548993405,0.185431798,0.192462235,0.065007372
22-02-2020,MAHARASHTRA,CHANDRAPUR,0.680953811,0.262534749,0.279649973,0.107816175
22-02-2020,MAHARASHTRA,JALGAON,0.135723874,0.054399812,0.051613777,0.020687442
22-02-2020,MAHARASHTRA,HINGOLI,0.233605892,0.037416875,0.083124686,0.013314159
22-02-2020,MAHARASHTRA,AKOLA,0.161190417,0.029685532,0.082189365,0.015136353
22-02-2020,MAHARASHTRA,AURANGABAD,0.128219721,0.044249254,0.056251423,0.019412642
22-02-2020,MAHARASHTRA,DHULE,0.192114541,0.046985846,0.062993364,0.015406416
22-02-2020,MAHARASHTRA,KOLHAPUR,0.260462747,0.068988995,0.0560674,0.014850621
22-02-2020,MAHARASHTRA,RAIGARH,0.336203322,0.082429727,0.068819005,0.01687292
22-02-2020,MAHARASHTRA,AMRAVATI,0.239691486,0.099587228,0.111666738,0.046395394
22-02-2020,MAHARASHTRA,NANDED,0.340588389,0.123413723,0.132859219,0.048142131
22-02-2020,MAHARASHTRA,SOLAPUR,0.105685305,0.054102081,0.055162026,0.028238367
22-02-2020,MAHARASHTRA,AHMADNAGAR,0.1443088,0.084140613,0.073746658,0.042998687
22-02-2020,MAHARASHTRA,THANE,0.332857351,0.10824027,0.093167798,0.030296785
22-02-2020,MAHARASHTRA,SANGLI,0.121073133,0.035701706,0.056937284,0.016789506
22-02-2020,MAHARASHTRA,WARDHA,0.418870342,0.090010277,0.168414826,0.036190352
22-02-2020,MAHARASHTRA,BULDANA,0.127729804,0.04244454,0.061991934,0.020599884
22-02-2020,MAHARASHTRA,SINDHUDURG,0.500083802,0.087714829,0.215820897,0.037855042
21-02-2020,MAHARASHTRA,WASHIM,0.133061565,0.023575226,0.078504733,0.013909102
21-02-2020,MAHARASHTRA,SATARA,0.15919053,0.05747333,0.044824896,0.01618335
21-02-2020,MAHARASHTRA,PUNE,0.195563452,0.104876726,0.070403141,0.037755781
21-02-2020,MAHARASHTRA,PARBHANI,0.11981109,0.025954718,0.050248346,0.010885317
21-02-2020,MAHARASHTRA,JALNA,0.109794904,0.02911941,0.047449047,0.012584266
21-02-2020,MAHARASHTRA,GONDIYA,0.802489594,0.149456883,0.269305496,0.050155865
21-02-2020,MAHARASHTRA,MUMBAI,0.009615278,4.91E-05,0.000203655,0.00000104
21-02-2020,MAHARASHTRA,NASHIK,0.184159956,0.09769035,0.088987468,0.047204708
21-02-2020,MAHARASHTRA,GARHCHIROLI,0.924088367,0.455766675,0.199166875,0.098230459
21-02-2020,MAHARASHTRA,RATNAGIRI,0.485855094,0.138136578,0.239807432,0.068181189
21-02-2020,MAHARASHTRA,OSMANABAD,0.118773854,0.03081754,0.054633558,0.014175442
21-02-2020,MAHARASHTRA,BID,0.117141265,0.04426994,0.054706046,0.020674468
21-02-2020,MAHARASHTRA,LATUR,0.117522283,0.027195695,0.059025936,0.013659123
21-02-2020,MAHARASHTRA,YAVATMAL,0.314030049,0.14493572,0.135235743,0.062415969
21-02-2020,MAHARASHTRA,BHANDARA,0.740236426,0.097229978,0.306149936,0.040212762
21-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.187745408,0.002905853,0.018524051,0.000286708
21-02-2020,MAHARASHTRA,NANDURBAR,0.200949805,0.040337756,0.074776164,0.01501023
21-02-2020,MAHARASHTRA,NAGPUR,0.585454695,0.197747214,0.20341199,0.068705836
21-02-2020,MAHARASHTRA,CHANDRAPUR,0.702046364,0.270666766,0.286049968,0.110283628
21-02-2020,MAHARASHTRA,JALGAON,0.144872435,0.058066668,0.054984186,0.022038343
21-02-2020,MAHARASHTRA,HINGOLI,0.234275861,0.037524185,0.083667305,0.013401071
21-02-2020,MAHARASHTRA,AKOLA,0.171743706,0.031629072,0.087569181,0.016127123
21-02-2020,MAHARASHTRA,AURANGABAD,0.135570711,0.046786116,0.059601989,0.020568938
21-02-2020,MAHARASHTRA,DHULE,0.207489413,0.05074611,0.068334611,0.016712736
21-02-2020,MAHARASHTRA,KOLHAPUR,0.270159817,0.071557466,0.057975256,0.015355956
21-02-2020,MAHARASHTRA,RAIGARH,0.348752711,0.085506563,0.071253762,0.017469869
21-02-2020,MAHARASHTRA,AMRAVATI,0.25279922,0.10503324,0.116604054,0.048446754
21-02-2020,MAHARASHTRA,NANDED,0.345394938,0.125155398,0.134803615,0.048846692
21-02-2020,MAHARASHTRA,SOLAPUR,0.111396972,0.057025979,0.058694214,0.030046553
21-02-2020,MAHARASHTRA,AHMADNAGAR,0.151445684,0.088301841,0.077344283,0.045096317
21-02-2020,MAHARASHTRA,THANE,0.338875825,0.110197389,0.093484796,0.030399868
21-02-2020,MAHARASHTRA,SANGLI,0.124272948,0.036645258,0.058293096,0.017189305
21-02-2020,MAHARASHTRA,WARDHA,0.436398754,0.093776925,0.174700447,0.037541057
21-02-2020,MAHARASHTRA,BULDANA,0.134612164,0.044731545,0.065742772,0.021846285
21-02-2020,MAHARASHTRA,SINDHUDURG,0.532149719,0.0933392,0.229783054,0.040304008
20-02-2020,MAHARASHTRA,WASHIM,0.146627115,0.025978707,0.086644299,0.015351232
20-02-2020,MAHARASHTRA,SATARA,0.16781727,0.060587883,0.047405843,0.017115162
20-02-2020,MAHARASHTRA,PUNE,0.207276053,0.111157958,0.075469667,0.040472857
20-02-2020,MAHARASHTRA,PARBHANI,0.127565801,0.027634624,0.053425034,0.011573484
20-02-2020,MAHARASHTRA,JALNA,0.119436912,0.031676628,0.051558324,0.013674113
20-02-2020,MAHARASHTRA,GONDIYA,0.810364746,0.150923564,0.270948732,0.050461904
20-02-2020,MAHARASHTRA,MUMBAI,0.008873562,4.53E-05,0.000201221,1.03E-06
20-02-2020,MAHARASHTRA,NASHIK,0.195019983,0.103451211,0.095040919,0.050415849
20-02-2020,MAHARASHTRA,GARHCHIROLI,0.962845011,0.474881716,0.206952834,0.102070547
20-02-2020,MAHARASHTRA,RATNAGIRI,0.509093528,0.144743646,0.248375927,0.070617353
20-02-2020,MAHARASHTRA,OSMANABAD,0.124086294,0.032195926,0.056516316,0.01466395
20-02-2020,MAHARASHTRA,BID,0.12380404,0.046787931,0.057925366,0.021891111
20-02-2020,MAHARASHTRA,LATUR,0.124140964,0.028727316,0.062065037,0.014362398
20-02-2020,MAHARASHTRA,YAVATMAL,0.340373206,0.157093997,0.146836495,0.067770117
20-02-2020,MAHARASHTRA,BHANDARA,0.78164422,0.102668887,0.322080717,0.042305269
20-02-2020,MAHARASHTRA,MUMBAI SUBURBAN,0.154308476,0.002388329,0.015109565,0.00023386
20-02-2020,MAHARASHTRA,NANDURBAR,0.215462732,0.043251016,0.080186264,0.016096229
20-02-2020,MAHARASHTRA,NAGPUR,0.620768237,0.20967496,0.214133541,0.072327221
20-02-2020,MAHARASHTRA,CHANDRAPUR,0.737902928,0.284490897,0.300223486,0.115748082
20-02-2020,MAHARASHTRA,JALGAON,0.152998099,0.061323535,0.058181514,0.023319872
20-02-2020,MAHARASHTRA,HINGOLI,0.254108897,0.040700861,0.091322134,0.014627152
20-02-2020,MAHARASHTRA,AKOLA,0.185534628,0.034168868,0.094722759,0.017444557
20-02-2020,MAHARASHTRA,AURANGABAD,0.150106881,0.05180262,0.066509848,0.022952874
20-02-2020,MAHARASHTRA,DHULE,0.223482283,0.054657519,0.073741573,0.018035127
20-02-2020,MAHARASHTRA,KOLHAPUR,0.278259077,0.073702724,0.059469972,0.015751863
20-02-2020,MAHARASHTRA,RAIGARH,0.359864189,0.088230856,0.073303926,0.017972525
20-02-2020,MAHARASHTRA,AMRAVATI,0.262745677,0.109165803,0.120290659,0.049978468
20-02-2020,MAHARASHTRA,NANDED,0.36303253,0.131546458,0.141451207,0.051255477
